Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
91,5,6,2,6,8,no,yes,yes,shell programming,hacking,no,no,excellent,medium,data engineering,developer,higherstudies,Web Services,no,no,Anthology,Work,gentle,salary,smart worker,no,Game Developer
67,5,8,0,9,8,yes,no,yes,distro making,database security,no,yes,excellent,poor,data engineering,security,job,Testing and Maintainance Services,no,no,Guide,Work,stubborn,work,smart worker,no,Accountant
93,7,7,2,8,7,no,no,yes,r programming,cloud computing,no,yes,medium,medium,data engineering,developer,higherstudies,BPA,no,yes,Health,Work,stubborn,work,hard worker,no,Banker
69,7,3,2,7,6,yes,no,yes,information security,database security,no,yes,medium,poor,networks,developer,higherstudies,Cloud Services,no,yes,Health,Work,stubborn,work,smart worker,yes,Accountant
88,8,1,3,6,4,no,yes,yes,full stack,hacking,no,yes,medium,excellent,Management,Business process analyst,job,Finance,yes,yes,Guide,Work,stubborn,salary,hard worker,no,Banker
92,5,8,0,5,2,no,no,no,machine learning,data science,no,yes,excellent,excellent,Computer Architecture,system developer,higherstudies,Cloud Services,yes,yes,Health,Work,stubborn,work,smart worker,no,Banker
84,12,4,6,1,5,no,no,no,distro making,web technologies,yes,yes,excellent,medium,Computer Architecture,developer,job,Testing and Maintainance Services,no,no,Anthology,salary,gentle,salary,hard worker,yes,Game Developer
82,8,5,4,2,8,no,no,yes,hadoop,system designing,no,yes,excellent,medium,data engineering,testing,job,Cloud Services,no,no,Romance,salary,gentle,work,hard worker,no,Business Owner
63,6,4,1,2,8,no,no,no,information security,cloud computing,no,yes,excellent,medium,cloud computing,developer,job,SAaS services,no,no,Religion-Spirituality,salary,gentle,work,hard worker,yes,Lawyer
77,11,3,6,4,4,no,no,no,full stack,cloud computing,yes,yes,excellent,excellent,parallel computing,system developer,job,Product based,no,yes,Guide,Work,stubborn,salary,hard worker,yes,Stock Investor
74,9,9,2,9,7,no,yes,no,machine learning,testing,yes,yes,medium,poor,Computer Architecture,security,job,Service Based,no,no,Self help,Work,stubborn,salary,hard worker,yes,Business Owner
79,10,1,3,5,8,no,no,no,shell programming,web technologies,yes,no,excellent,excellent,networks,cloud computing,higherstudies,Product based,yes,no,History,salary,gentle,salary,smart worker,no,Stock Investor
61,5,5,2,1,9,yes,no,no,shell programming,game development,yes,yes,poor,poor,IOT,system developer,higherstudies,Finance,no,no,Drama,salary,gentle,salary,hard worker,no,Accountant
89,11,9,0,8,5,no,no,yes,distro making,hacking,no,yes,excellent,medium,cloud computing,security,job,SAaS services,yes,yes,Diaries,salary,gentle,salary,smart worker,yes,Game Developer
94,10,6,3,8,4,no,no,no,machine learning,database security,no,yes,poor,poor,programming,security,higherstudies,Service Based,no,yes,Art,Work,gentle,salary,smart worker,yes,Game Developer
64,5,7,1,7,9,no,no,yes,machine learning,testing,yes,yes,excellent,poor,hacking,cloud computing,job,Service Based,no,yes,Action and Adventure,salary,stubborn,work,hard worker,no,Software Engineer
91,9,8,5,6,3,no,yes,yes,shell programming,system designing,no,yes,medium,poor,Computer Architecture,cloud computing,higherstudies,product development,yes,yes,Science,Work,gentle,salary,smart worker,yes,Scientist
73,6,5,1,3,2,no,yes,yes,full stack,database security,yes,yes,excellent,excellent,parallel computing,system developer,higherstudies,Service Based,no,yes,Series,salary,gentle,salary,hard worker,no,Business Owner
92,7,2,4,9,2,yes,no,no,machine learning,game development,no,no,poor,excellent,IOT,security,higherstudies,Cloud Services,yes,yes,Religion-Spirituality,salary,stubborn,work,smart worker,no,Scientist
81,6,6,2,4,8,yes,yes,no,full stack,system designing,yes,no,poor,poor,data engineering,system developer,job,Product based,yes,yes,Health,Work,stubborn,salary,smart worker,yes,Stock Investor
91,6,2,2,1,8,yes,yes,yes,python,system designing,yes,yes,medium,poor,programming,security,higherstudies,product development,yes,yes,Math,Work,gentle,salary,hard worker,no,Banker
87,10,9,1,5,9,yes,yes,no,full stack,hacking,yes,yes,excellent,poor,networks,developer,higherstudies,Sales and Marketing,no,yes,Horror,Work,gentle,work,hard worker,no,Banker
80,8,2,4,1,3,no,no,yes,distro making,cloud computing,no,yes,medium,poor,hacking,testing,job,Finance,no,yes,Guide,salary,gentle,salary,smart worker,yes,Stock Investor
85,8,3,1,8,7,no,no,no,hadoop,system designing,yes,yes,excellent,medium,Software Engineering,security,job,SAaS services,yes,yes,Art,salary,stubborn,work,smart worker,yes,Game Developer
74,7,5,2,2,7,yes,yes,yes,r programming,cloud computing,no,no,excellent,poor,parallel computing,testing,higherstudies,BPA,no,no,Series,Work,stubborn,salary,hard worker,yes,Business Owner
90,9,9,6,1,9,yes,no,no,full stack,database security,yes,yes,medium,medium,IOT,Business process analyst,higherstudies,BPA,yes,no,Romance,Work,stubborn,salary,hard worker,yes,Scientist
73,7,2,0,4,7,yes,no,yes,app development,data science,no,yes,excellent,poor,hacking,cloud computing,job,product development,yes,yes,Fantasy,salary,stubborn,salary,hard worker,yes,Stock Investor
61,10,8,2,2,1,yes,yes,yes,machine learning,system designing,no,no,excellent,poor,hacking,testing,job,Testing and Maintainance Services,yes,yes,Cookbooks,Work,stubborn,salary,hard worker,no,Software Engineer
65,9,3,0,5,7,yes,yes,no,shell programming,database security,yes,yes,excellent,poor,networks,testing,higherstudies,Finance,yes,yes,Poetry,Work,stubborn,salary,smart worker,no,Accountant
74,12,6,0,1,9,yes,yes,no,app development,hacking,yes,yes,poor,excellent,parallel computing,Business process analyst,higherstudies,product development,yes,no,Self help,Work,gentle,salary,hard worker,no,Business Owner
66,10,6,1,8,4,yes,no,no,machine learning,data science,yes,yes,excellent,excellent,networks,cloud computing,job,Testing and Maintainance Services,yes,yes,Science,Work,stubborn,salary,hard worker,yes,Lawyer
70,9,2,3,5,1,no,no,yes,full stack,game development,no,no,medium,poor,cloud computing,security,higherstudies,Service Based,yes,yes,Series,salary,gentle,work,hard worker,yes,Lawyer
70,7,4,1,5,2,yes,no,no,app development,cloud computing,no,yes,excellent,excellent,Computer Architecture,system developer,job,product development,no,yes,Encyclopedias,salary,gentle,salary,smart worker,yes,Accountant
94,10,3,6,2,4,yes,no,yes,full stack,cloud computing,no,yes,excellent,excellent,Computer Architecture,testing,job,Cloud Services,no,yes,Health,Work,stubborn,salary,smart worker,yes,Banker
70,10,2,1,2,7,no,yes,yes,r programming,testing,no,yes,medium,medium,cloud computing,Business process analyst,job,Finance,yes,no,Prayer books,Work,gentle,work,smart worker,yes,Lawyer
65,9,7,6,1,9,no,no,yes,distro making,data science,yes,no,excellent,medium,parallel computing,testing,job,Service Based,no,no,Guide,salary,gentle,salary,hard worker,no,Accountant
84,6,4,5,3,6,yes,no,no,r programming,data science,no,no,excellent,poor,Software Engineering,cloud computing,job,Finance,no,yes,Self help,Work,gentle,salary,hard worker,yes,Scientist
64,9,6,0,9,3,no,no,yes,shell programming,game development,yes,no,excellent,poor,networks,security,job,Product based,no,yes,Horror,Work,gentle,salary,hard worker,no,Accountant
80,9,5,4,8,5,yes,no,yes,r programming,data science,yes,yes,medium,medium,Management,developer,higherstudies,Product based,yes,no,Religion-Spirituality,Work,gentle,salary,hard worker,no,Business Owner
67,8,5,6,6,6,yes,no,yes,information security,game development,no,yes,poor,excellent,programming,cloud computing,higherstudies,BPA,no,yes,Prayer books,Work,stubborn,work,hard worker,no,Lawyer
75,12,9,6,7,8,yes,no,yes,information security,cloud computing,yes,yes,excellent,excellent,Software Engineering,developer,higherstudies,Cloud Services,no,yes,Dictionaries,Work,stubborn,salary,hard worker,yes,Doctor
79,5,6,1,4,1,no,yes,yes,information security,game development,no,no,medium,poor,networks,Business process analyst,higherstudies,product development,no,no,Comics,Work,gentle,work,hard worker,yes,Doctor
89,12,8,0,2,9,yes,yes,no,shell programming,data science,yes,no,poor,medium,Computer Architecture,system developer,higherstudies,Testing and Maintainance Services,no,yes,Diaries,salary,gentle,work,hard worker,no,Game Developer
64,7,8,1,6,9,yes,no,no,distro making,database security,no,no,excellent,poor,parallel computing,Business process analyst,higherstudies,Cloud Services,no,yes,Health,Work,stubborn,salary,hard worker,yes,Accountant
69,12,1,4,4,2,yes,yes,no,shell programming,cloud computing,yes,no,poor,excellent,hacking,Business process analyst,job,SAaS services,no,yes,Drama,salary,stubborn,work,smart worker,no,Accountant
90,5,1,3,7,4,yes,no,yes,app development,web technologies,yes,yes,poor,medium,IOT,cloud computing,higherstudies,Cloud Services,yes,no,Romance,Work,gentle,salary,hard worker,no,Scientist
92,8,8,6,2,7,no,yes,no,information security,database security,no,yes,medium,excellent,networks,system developer,job,Service Based,yes,yes,Anthology,Work,stubborn,salary,hard worker,yes,Game Developer
93,4,6,2,7,2,yes,no,yes,information security,testing,yes,no,excellent,excellent,hacking,Business process analyst,job,Web Services,no,no,History,Work,gentle,salary,smart worker,yes,Banker
79,10,5,4,1,7,yes,no,yes,shell programming,system designing,no,no,poor,medium,networks,system developer,higherstudies,Cloud Services,yes,yes,Horror,Work,gentle,salary,smart worker,no,Stock Investor
71,11,7,1,9,6,no,yes,yes,hadoop,system designing,yes,no,excellent,poor,networks,Business process analyst,job,product development,yes,no,Comics,Work,stubborn,work,hard worker,yes,Doctor
70,5,3,1,5,5,yes,yes,yes,distro making,web technologies,yes,no,excellent,poor,programming,developer,higherstudies,SAaS services,yes,yes,Comics,salary,gentle,salary,smart worker,yes,Software Engineer
87,8,2,3,1,9,yes,no,no,r programming,cloud computing,no,yes,poor,medium,hacking,testing,higherstudies,product development,yes,yes,Mystery,salary,stubborn,salary,smart worker,yes,Banker
76,6,9,5,5,8,no,yes,no,shell programming,web technologies,no,yes,poor,medium,data engineering,developer,higherstudies,Service Based,yes,yes,Health,Work,gentle,work,smart worker,no,Stock Investor
69,10,5,4,8,2,no,no,no,information security,web technologies,yes,yes,poor,medium,data engineering,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Cookbooks,Work,stubborn,salary,smart worker,no,Software Engineer
88,6,7,4,4,8,no,no,yes,app development,web technologies,yes,no,poor,excellent,hacking,testing,job,Service Based,yes,yes,Diaries,salary,gentle,salary,hard worker,no,Game Developer
94,11,5,3,6,9,yes,no,no,information security,game development,yes,no,poor,excellent,hacking,testing,job,Cloud Services,no,yes,Fantasy,salary,gentle,work,smart worker,yes,Banker
85,6,5,2,7,7,no,no,no,hadoop,testing,no,no,medium,poor,hacking,security,job,Cloud Services,no,yes,Travel,Work,gentle,salary,hard worker,yes,Scientist
77,12,2,0,6,8,yes,yes,no,distro making,game development,yes,no,excellent,medium,Computer Architecture,testing,job,BPA,yes,yes,Travel,Work,gentle,salary,hard worker,no,Business Owner
67,11,9,6,3,3,no,yes,no,hadoop,web technologies,yes,yes,medium,medium,Software Engineering,developer,higherstudies,Service Based,yes,no,History,salary,gentle,work,smart worker,no,Accountant
80,12,7,6,2,1,no,yes,yes,r programming,web technologies,no,yes,poor,excellent,data engineering,security,higherstudies,BPA,yes,no,Childrens,Work,stubborn,work,smart worker,no,Doctor
83,8,9,0,4,7,yes,no,no,distro making,hacking,no,no,excellent,poor,Computer Architecture,security,job,Testing and Maintainance Services,no,no,Satire,salary,gentle,work,smart worker,no,Scientist
77,5,1,4,9,1,yes,no,yes,r programming,web technologies,yes,yes,excellent,medium,hacking,system developer,job,Cloud Services,yes,no,Guide,salary,gentle,work,smart worker,yes,Stock Investor
84,10,3,4,9,4,no,no,yes,distro making,system designing,yes,no,medium,medium,parallel computing,cloud computing,job,BPA,yes,no,Math,Work,gentle,salary,smart worker,no,Banker
64,10,7,6,5,5,yes,yes,yes,distro making,game development,yes,yes,medium,medium,hacking,system developer,higherstudies,Web Services,no,no,Drama,Work,gentle,work,smart worker,no,Accountant
70,5,8,6,2,5,no,no,no,distro making,web technologies,yes,no,medium,poor,IOT,Business process analyst,job,Service Based,no,yes,Romance,Work,stubborn,salary,smart worker,yes,Lawyer
85,11,4,5,9,5,yes,no,yes,distro making,web technologies,no,yes,excellent,medium,Software Engineering,cloud computing,job,Sales and Marketing,no,yes,Drama,salary,stubborn,work,smart worker,no,Banker
77,7,6,6,4,2,no,no,yes,r programming,data science,yes,yes,excellent,medium,cloud computing,testing,job,Sales and Marketing,yes,yes,Anthology,Work,stubborn,work,hard worker,yes,Doctor
92,10,9,5,1,5,yes,no,yes,information security,database security,no,yes,excellent,medium,Software Engineering,Business process analyst,higherstudies,Product based,no,yes,Trilogy,salary,stubborn,work,smart worker,yes,Scientist
69,8,1,1,5,2,yes,no,no,shell programming,system designing,no,yes,medium,poor,IOT,testing,job,product development,yes,no,Health,salary,gentle,salary,hard worker,yes,Accountant
60,5,1,3,2,6,no,no,no,app development,game development,yes,yes,medium,poor,IOT,developer,higherstudies,Sales and Marketing,yes,no,Poetry,Work,gentle,salary,hard worker,yes,Lawyer
61,4,2,6,4,9,yes,yes,yes,machine learning,system designing,no,yes,medium,excellent,hacking,cloud computing,job,product development,yes,no,Anthology,Work,stubborn,work,hard worker,yes,Software Engineer
72,4,1,6,3,3,yes,no,yes,r programming,hacking,no,no,poor,poor,cloud computing,system developer,higherstudies,Product based,yes,no,Religion-Spirituality,salary,stubborn,work,hard worker,no,Business Owner
67,6,1,0,9,9,no,yes,yes,information security,testing,yes,no,medium,excellent,Computer Architecture,system developer,higherstudies,product development,yes,no,Encyclopedias,Work,gentle,salary,hard worker,yes,Accountant
62,8,5,0,4,9,no,no,yes,python,web technologies,no,no,medium,medium,Computer Architecture,developer,job,Testing and Maintainance Services,yes,no,Action and Adventure,Work,stubborn,salary,smart worker,no,Software Engineer
92,10,1,4,6,4,no,yes,yes,distro making,database security,no,no,medium,medium,programming,testing,job,Finance,yes,yes,Diaries,Work,stubborn,salary,smart worker,yes,Game Developer
90,5,2,3,8,4,no,yes,yes,r programming,data science,yes,no,excellent,excellent,IOT,testing,higherstudies,Service Based,yes,yes,Travel,salary,stubborn,salary,hard worker,yes,Scientist
81,6,3,2,2,6,yes,yes,no,hadoop,testing,no,yes,poor,excellent,Computer Architecture,Business process analyst,higherstudies,Service Based,no,no,Drama,salary,stubborn,salary,smart worker,no,Stock Investor
81,12,9,5,7,6,yes,yes,yes,full stack,system designing,yes,yes,poor,excellent,data engineering,developer,job,SAaS services,no,yes,Art,salary,gentle,work,hard worker,yes,Doctor
90,7,2,3,4,7,yes,yes,no,python,game development,no,yes,excellent,excellent,Software Engineering,cloud computing,higherstudies,Testing and Maintainance Services,no,no,Action and Adventure,Work,gentle,work,hard worker,no,Game Developer
87,5,9,4,7,8,yes,no,no,shell programming,testing,no,yes,poor,poor,programming,cloud computing,higherstudies,product development,yes,yes,Travel,Work,gentle,work,smart worker,yes,Scientist
86,8,8,2,7,1,yes,yes,no,app development,data science,yes,no,medium,excellent,cloud computing,system developer,job,Product based,no,yes,Cookbooks,salary,gentle,work,hard worker,no,Game Developer
63,9,8,5,7,2,no,no,no,information security,system designing,no,no,poor,excellent,hacking,developer,higherstudies,Finance,no,yes,Fantasy,Work,stubborn,salary,hard worker,no,Accountant
74,10,9,5,7,3,no,no,yes,information security,data science,yes,no,medium,excellent,programming,developer,higherstudies,product development,no,no,Prayer books,salary,stubborn,work,smart worker,no,Business Owner
88,8,8,2,6,4,yes,yes,no,shell programming,cloud computing,no,no,medium,medium,hacking,system developer,job,SAaS services,no,no,Horror,salary,gentle,salary,smart worker,no,Banker
81,12,9,6,7,5,yes,yes,yes,python,testing,no,yes,medium,excellent,Software Engineering,developer,higherstudies,Web Services,no,no,Health,salary,stubborn,work,smart worker,yes,Stock Investor
83,6,9,0,5,9,yes,yes,no,distro making,game development,yes,yes,poor,medium,hacking,Business process analyst,job,Testing and Maintainance Services,no,no,Self help,Work,gentle,salary,smart worker,yes,Scientist
85,7,8,4,7,4,yes,no,no,app development,hacking,no,no,poor,poor,cloud computing,Business process analyst,higherstudies,Sales and Marketing,no,no,Cookbooks,Work,gentle,work,smart worker,yes,Game Developer
80,4,6,3,8,2,yes,no,yes,r programming,data science,yes,no,poor,excellent,hacking,security,job,Service Based,no,no,Fantasy,Work,gentle,work,hard worker,no,Stock Investor
94,10,3,2,3,1,yes,no,no,python,hacking,yes,no,medium,excellent,programming,system developer,higherstudies,product development,no,yes,Self help,salary,gentle,work,hard worker,yes,Scientist
72,11,8,2,3,4,no,yes,yes,machine learning,hacking,yes,no,medium,medium,networks,system developer,job,Service Based,yes,yes,Diaries,salary,gentle,salary,hard worker,yes,Doctor
66,11,6,2,1,8,no,no,no,full stack,web technologies,yes,no,medium,medium,IOT,system developer,job,Service Based,yes,no,Art,Work,gentle,salary,hard worker,yes,Software Engineer
70,5,4,1,7,1,no,no,yes,r programming,data science,no,no,excellent,medium,networks,security,higherstudies,Cloud Services,no,yes,Trilogy,Work,stubborn,work,smart worker,no,Lawyer
72,10,5,4,7,1,no,no,yes,python,hacking,no,yes,excellent,poor,Computer Architecture,security,higherstudies,SAaS services,yes,yes,Poetry,Work,stubborn,work,smart worker,no,Business Owner
94,4,8,2,7,4,no,no,no,r programming,game development,no,no,poor,excellent,data engineering,developer,job,SAaS services,yes,no,Guide,salary,gentle,work,hard worker,no,Banker
62,10,9,3,4,4,yes,no,no,full stack,data science,no,yes,excellent,poor,Computer Architecture,testing,job,Cloud Services,no,no,Health,Work,stubborn,salary,hard worker,yes,Accountant
77,6,3,4,3,4,yes,yes,no,full stack,web technologies,yes,yes,medium,excellent,networks,system developer,job,Web Services,yes,yes,Fantasy,salary,gentle,work,smart worker,no,Stock Investor
64,12,9,2,1,7,yes,yes,no,machine learning,database security,no,yes,excellent,medium,programming,system developer,job,Finance,yes,no,Math,salary,stubborn,work,hard worker,no,Accountant
70,8,6,1,7,8,no,yes,no,r programming,cloud computing,no,yes,medium,poor,parallel computing,security,higherstudies,Product based,no,yes,Fantasy,Work,stubborn,work,hard worker,no,Accountant
76,7,4,4,8,7,no,yes,yes,r programming,hacking,yes,yes,excellent,poor,cloud computing,system developer,higherstudies,Product based,yes,no,Fantasy,salary,stubborn,work,hard worker,yes,Stock Investor
82,8,5,4,9,9,no,yes,no,machine learning,cloud computing,no,no,medium,medium,networks,cloud computing,job,BPA,no,no,Health,salary,stubborn,salary,smart worker,no,Stock Investor
81,9,8,3,3,4,yes,no,yes,shell programming,web technologies,yes,no,medium,medium,programming,security,higherstudies,Testing and Maintainance Services,yes,yes,Satire,salary,stubborn,salary,smart worker,no,Business Owner
89,12,6,5,5,4,yes,yes,yes,distro making,data science,yes,yes,medium,medium,hacking,testing,job,Web Services,no,yes,Encyclopedias,Work,stubborn,salary,hard worker,yes,Banker
84,10,5,1,6,3,no,no,no,full stack,cloud computing,yes,yes,excellent,poor,Software Engineering,developer,job,Testing and Maintainance Services,yes,yes,Action and Adventure,Work,stubborn,work,hard worker,no,Game Developer
85,8,1,6,9,1,no,no,no,hadoop,cloud computing,yes,no,excellent,poor,Management,cloud computing,higherstudies,Cloud Services,yes,no,Drama,Work,gentle,work,smart worker,yes,Banker
88,12,6,4,9,4,yes,yes,no,hadoop,testing,yes,no,poor,medium,IOT,testing,job,Web Services,yes,yes,Biographies,salary,gentle,work,hard worker,yes,Game Developer
85,5,7,3,2,9,yes,no,no,hadoop,hacking,yes,yes,poor,excellent,parallel computing,Business process analyst,job,Cloud Services,yes,no,Childrens,Work,gentle,salary,smart worker,yes,Game Developer
66,6,1,4,3,3,no,no,no,shell programming,data science,yes,no,excellent,medium,Computer Architecture,testing,job,product development,yes,yes,Health,salary,gentle,salary,hard worker,yes,Accountant
72,8,4,1,9,6,no,no,yes,information security,cloud computing,yes,no,poor,medium,IOT,Business process analyst,higherstudies,Cloud Services,yes,no,Fantasy,Work,stubborn,work,smart worker,yes,Stock Investor
94,8,7,3,2,5,no,yes,yes,machine learning,web technologies,no,yes,poor,excellent,data engineering,system developer,higherstudies,Finance,yes,yes,Dictionaries,salary,gentle,salary,hard worker,yes,Game Developer
71,9,2,4,2,8,no,no,yes,full stack,web technologies,yes,yes,medium,poor,Management,security,higherstudies,Finance,no,no,Encyclopedias,salary,stubborn,work,hard worker,no,Accountant
92,12,4,6,5,4,no,yes,yes,python,web technologies,yes,no,excellent,medium,cloud computing,developer,higherstudies,product development,no,yes,Art,salary,gentle,salary,hard worker,yes,Game Developer
86,4,7,2,5,6,no,no,yes,distro making,data science,no,no,poor,medium,cloud computing,security,higherstudies,Cloud Services,no,no,Fantasy,salary,gentle,work,hard worker,no,Banker
78,6,7,1,4,6,no,no,no,python,system designing,no,no,excellent,excellent,IOT,developer,job,Sales and Marketing,yes,yes,Cookbooks,Work,gentle,salary,smart worker,yes,Doctor
61,11,2,3,6,7,no,no,no,distro making,data science,yes,yes,excellent,poor,Management,testing,job,Product based,no,no,Romance,salary,gentle,work,smart worker,yes,Lawyer
87,9,5,3,2,2,yes,yes,no,full stack,web technologies,no,yes,medium,excellent,Management,Business process analyst,higherstudies,Sales and Marketing,no,yes,Prayer books,salary,gentle,work,smart worker,no,Scientist
71,5,4,0,9,1,yes,yes,yes,distro making,system designing,no,yes,poor,medium,data engineering,Business process analyst,higherstudies,Cloud Services,yes,yes,Health,Work,stubborn,salary,hard worker,no,Accountant
87,9,8,3,6,3,no,yes,no,shell programming,hacking,yes,no,medium,poor,networks,Business process analyst,higherstudies,Cloud Services,no,no,Religion-Spirituality,salary,stubborn,salary,hard worker,no,Scientist
92,9,6,6,4,2,yes,no,yes,app development,hacking,no,no,medium,excellent,parallel computing,developer,job,Product based,no,no,Encyclopedias,salary,gentle,salary,hard worker,no,Banker
61,6,3,1,2,8,yes,yes,no,hadoop,data science,yes,no,medium,medium,hacking,cloud computing,higherstudies,Product based,no,no,Comics,Work,stubborn,work,smart worker,yes,Software Engineer
65,10,3,3,1,7,yes,no,yes,full stack,web technologies,no,yes,excellent,medium,networks,developer,job,BPA,yes,yes,Drama,salary,gentle,salary,smart worker,yes,Accountant
60,11,9,2,4,1,yes,yes,no,python,web technologies,no,no,poor,medium,Management,developer,higherstudies,SAaS services,yes,yes,Self help,salary,gentle,work,hard worker,no,Lawyer
91,9,8,4,6,6,yes,no,yes,r programming,web technologies,no,yes,excellent,excellent,data engineering,system developer,higherstudies,Product based,no,yes,Trilogy,salary,stubborn,salary,hard worker,no,Scientist
94,7,7,6,5,8,yes,no,no,python,hacking,no,no,medium,medium,IOT,developer,higherstudies,Testing and Maintainance Services,no,no,Drama,Work,gentle,work,smart worker,yes,Banker
68,12,5,1,5,4,yes,yes,yes,r programming,game development,no,yes,excellent,medium,networks,security,job,SAaS services,yes,no,Art,salary,gentle,salary,hard worker,yes,Software Engineer
87,9,4,6,4,1,no,no,no,app development,cloud computing,no,no,excellent,poor,Computer Architecture,developer,job,Cloud Services,no,yes,Health,Work,gentle,salary,smart worker,no,Banker
94,7,1,4,5,6,no,yes,no,hadoop,hacking,no,yes,medium,medium,IOT,developer,higherstudies,Product based,yes,yes,Drama,salary,stubborn,work,smart worker,yes,Banker
83,5,6,3,8,3,yes,yes,no,hadoop,web technologies,yes,no,excellent,poor,Computer Architecture,security,higherstudies,Web Services,no,yes,Dictionaries,salary,stubborn,work,smart worker,no,Game Developer
85,10,2,2,2,4,yes,no,yes,full stack,database security,no,yes,poor,poor,programming,system developer,higherstudies,Finance,no,no,Cookbooks,salary,stubborn,work,hard worker,yes,Game Developer
73,11,3,4,2,9,yes,no,no,python,game development,yes,no,excellent,poor,Computer Architecture,system developer,higherstudies,Service Based,yes,yes,Health,Work,stubborn,salary,hard worker,yes,Stock Investor
89,6,2,4,5,2,no,yes,yes,machine learning,database security,yes,no,medium,poor,parallel computing,testing,job,Testing and Maintainance Services,yes,yes,Biographies,Work,gentle,work,hard worker,no,Game Developer
61,12,1,1,1,7,no,no,no,full stack,game development,yes,yes,medium,excellent,programming,Business process analyst,job,BPA,no,yes,Religion-Spirituality,salary,stubborn,work,hard worker,yes,Lawyer
86,7,4,6,4,5,no,no,yes,hadoop,web technologies,yes,no,medium,excellent,data engineering,Business process analyst,job,product development,yes,no,Health,Work,gentle,work,hard worker,yes,Banker
69,11,4,5,4,1,no,yes,no,app development,game development,no,no,poor,medium,parallel computing,system developer,job,Service Based,yes,no,Horror,salary,gentle,work,hard worker,yes,Accountant
76,5,6,0,7,6,no,yes,no,app development,database security,yes,yes,medium,medium,networks,testing,job,SAaS services,yes,no,Diaries,salary,gentle,work,smart worker,yes,Doctor
83,12,4,3,1,7,yes,no,yes,machine learning,game development,no,no,excellent,excellent,cloud computing,Business process analyst,job,Finance,no,yes,Encyclopedias,salary,stubborn,salary,hard worker,no,Stock Investor
92,4,3,2,3,2,no,yes,no,distro making,database security,yes,yes,excellent,excellent,cloud computing,developer,job,Finance,yes,yes,Religion-Spirituality,Work,stubborn,salary,hard worker,no,Scientist
65,8,3,1,7,5,yes,yes,yes,app development,hacking,no,no,poor,excellent,programming,system developer,higherstudies,Product based,no,yes,Series,Work,stubborn,work,smart worker,yes,Lawyer
63,12,8,6,6,8,yes,yes,no,full stack,hacking,yes,no,excellent,poor,networks,security,higherstudies,product development,yes,yes,Health,Work,stubborn,work,smart worker,yes,Accountant
90,12,1,0,9,8,yes,no,yes,python,cloud computing,no,no,medium,medium,IOT,cloud computing,job,Finance,yes,yes,Prayer books,salary,gentle,work,hard worker,yes,Scientist
66,5,7,3,2,9,yes,yes,no,distro making,database security,no,no,poor,excellent,cloud computing,cloud computing,job,product development,no,no,Fantasy,Work,stubborn,salary,hard worker,yes,Accountant
70,8,4,3,2,8,no,yes,no,distro making,web technologies,yes,yes,poor,excellent,cloud computing,cloud computing,job,SAaS services,yes,yes,Guide,Work,stubborn,work,hard worker,no,Accountant
84,12,3,1,5,7,yes,yes,yes,information security,testing,no,yes,medium,medium,parallel computing,Business process analyst,job,Finance,yes,yes,Health,Work,stubborn,salary,hard worker,yes,Banker
90,12,7,0,3,9,no,no,yes,shell programming,web technologies,no,no,medium,medium,Computer Architecture,testing,job,Finance,yes,no,Science fiction,Work,gentle,work,hard worker,no,Scientist
75,11,8,5,5,9,yes,no,yes,shell programming,system designing,no,yes,medium,poor,parallel computing,Business process analyst,job,product development,yes,yes,Fantasy,Work,stubborn,salary,smart worker,yes,Stock Investor
77,7,7,0,3,4,no,yes,no,machine learning,cloud computing,yes,yes,medium,excellent,IOT,security,job,Finance,no,yes,History,Work,gentle,salary,hard worker,yes,Stock Investor
67,8,2,6,9,9,no,yes,no,r programming,cloud computing,no,no,poor,poor,hacking,Business process analyst,higherstudies,BPA,no,no,Horror,Work,stubborn,work,smart worker,yes,Accountant
79,5,8,2,8,6,yes,no,no,app development,system designing,yes,yes,excellent,medium,networks,developer,higherstudies,SAaS services,no,yes,Self help,salary,stubborn,work,smart worker,yes,Business Owner
80,5,9,0,6,6,no,no,no,app development,testing,no,no,excellent,medium,Computer Architecture,cloud computing,higherstudies,Testing and Maintainance Services,yes,no,Health,Work,gentle,work,smart worker,no,Stock Investor
72,7,1,2,6,3,yes,no,yes,r programming,testing,no,yes,medium,medium,programming,cloud computing,job,Finance,no,no,Childrens,salary,stubborn,work,smart worker,yes,Doctor
73,9,2,4,7,1,yes,yes,yes,distro making,game development,no,no,poor,medium,programming,cloud computing,higherstudies,Finance,yes,yes,Diaries,Work,gentle,salary,hard worker,no,Doctor
90,7,5,5,2,9,yes,yes,yes,distro making,cloud computing,no,yes,excellent,poor,IOT,developer,job,Cloud Services,yes,yes,Guide,Work,gentle,salary,hard worker,yes,Banker
