SL NO,GENDER,HIN,ENG,MATH,GEO,HIST,SCIENCE,BIO,HOBBY,INTEREST,SPORTS,ACHIEVEMENTS,LANGUAGE,AVG,STREAM
45350,Male,59,90,47,42,77,57,47,Cooking,Programming,Basketball,Science fair winner,English,59.857142857142854,Humanities
45097,Male,92,99,45,71,53,55,51,Sports,Science,Volleyball,Chess competition winner,Hindi,66.57142857142857,Humanities
60242,Female,91,82,42,56,40,41,51,Music,History,Table Tennis,Math Olympiad winner,Hindi,57.57142857142857,Humanities
61366,Female,56,95,54,80,91,50,50,Gardening,Photography,Swimming,Math Olympiad winner,Hindi,68.0,Humanities
76813,Female,84,77,56,91,65,59,54,Music,Music,Swimming,Science fair winner,Hindi,69.42857142857143,Humanities
16643,Female,61,80,43,40,66,42,52,Sports,Music,Volleyball,Art competition winner,English,54.857142857142854,Humanities
51107,Male,61,83,40,62,40,49,58,Reading,Science,Volleyball,Music competition winner,Hindi,56.142857142857146,Humanities
35398,Female,48,81,42,53,58,56,54,Sports,Science,Volleyball,Math Olympiad winner,Hindi,56.0,Humanities
54555,Male,47,88,54,86,84,58,40,Drawing,Science,Table Tennis,Debate competition winner,Hindi,65.28571428571429,Humanities
76813,Male,84,77,56,91,65,59,54,Music,Music,Swimming,Science fair winner,Hindi,69.42857142857143,Humanities
48786,Female,100,86,41,88,55,54,41,Sports,History,Volleyball,Science fair winner,English,66.42857142857143,Humanities
24562,Male,43,72,59,98,75,42,56,Travelling,Programming,Table Tennis,Science fair winner,Hindi,63.57142857142857,Humanities
22047,Male,55,78,40,79,64,45,55,Travelling,History,Cricket,Athletics competition winner,English,59.42857142857143,Humanities
42113,Female,63,93,52,42,91,54,57,Music,Art,Volleyball,Chess competition winner,English,64.57142857142857,Humanities
94640,Male,91,92,42,49,55,46,51,Gardening,Cooking,Athletics,Math Olympiad winner,Hindi,60.857142857142854,Humanities
22521,Female,60,88,45,40,100,42,56,Gardening,Cooking,Volleyball,Music competition winner,English,61.57142857142857,Humanities
23286,Female,98,87,49,72,67,46,51,Photography,Photography,Table Tennis,Music competition winner,English,67.14285714285714,Humanities
60159,Male,86,79,44,81,47,59,52,Reading,Science,Swimming,Debate competition winner,English,64.0,Humanities
59177,Female,63,97,44,95,94,46,47,Music,Dance,Basketball,Math Olympiad winner,English,69.42857142857143,Humanities
48860,Female,92,75,55,94,82,43,48,Gardening,Music,Athletics,Science fair winner,English,69.85714285714286,Humanities
87873,Female,54,99,40,64,79,54,47,Gardening,Programming,Tennis,Athletics competition winner,Hindi,62.42857142857143,Humanities
60159,Female,86,79,44,81,47,59,52,Reading,Science,Swimming,Debate competition winner,English,64.0,Humanities
93711,Female,55,81,41,55,93,43,59,Sports,Photography,Volleyball,Music competition winner,English,61.0,Humanities
92543,Female,71,76,46,70,52,58,58,Photography,Music,Basketball,Art competition winner,Hindi,61.57142857142857,Humanities
97848,Male,86,89,52,48,76,47,46,Travelling,Programming,Swimming,Science fair winner,English,63.42857142857143,Humanities
69728,Male,59,99,42,97,46,55,49,Photography,Dance,Tennis,Debate competition winner,Hindi,63.857142857142854,Humanities
1860,Female,98,71,53,63,74,40,50,Gardening,Cooking,Table Tennis,Music competition winner,Hindi,64.14285714285714,Humanities
56614,Male,96,83,43,71,89,46,59,Cooking,Programming,Swimming,Debate competition winner,Hindi,69.57142857142857,Humanities
24867,Female,90,79,41,60,62,52,50,Cooking,Science,Swimming,Science fair winner,English,62.0,Humanities
20463,Female,78,74,44,46,51,40,56,Music,Science,Basketball,Chess competition winner,English,55.57142857142857,Humanities
33109,Male,80,77,59,48,83,57,51,Cooking,Programming,Table Tennis,Art competition winner,Hindi,65.0,Humanities
49492,Female,94,75,44,98,75,48,40,Drawing,History,Volleyball,Chess competition winner,Hindi,67.71428571428571,Humanities
44496,Male,98,93,58,50,57,40,55,Cooking,Cooking,Volleyball,Music competition winner,Hindi,64.42857142857143,Humanities
79097,Female,98,73,58,78,52,43,46,Music,History,Swimming,Math Olympiad winner,English,64.0,Humanities
56068,Male,83,75,43,78,74,46,41,Gardening,Photography,Cricket,Music competition winner,Hindi,62.857142857142854,Humanities
23999,Female,76,84,52,65,54,59,59,Sports,History,Swimming,Athletics competition winner,English,64.14285714285714,Humanities
61479,Female,46,76,52,43,54,59,45,Gardening,Programming,Basketball,Dance competition winner,English,53.57142857142857,Humanities
36047,Female,40,84,54,90,47,59,48,Music,Music,Football,Math Olympiad winner,Hindi,60.285714285714285,Humanities
43559,Female,67,76,52,93,98,46,51,Reading,History,Swimming,Science fair winner,English,69.0,Humanities
15959,Female,88,75,48,79,75,46,49,Gardening,History,Table Tennis,Art competition winner,Hindi,65.71428571428571,Humanities
94007,Male,47,77,44,53,90,54,54,Music,Art,Swimming,Music competition winner,Hindi,59.857142857142854,Humanities
78745,Male,98,86,49,55,93,50,47,Sports,Music,Tennis,Math Olympiad winner,Hindi,68.28571428571429,Humanities
1163,Female,47,79,50,90,56,53,56,Drawing,Programming,Tennis,Art competition winner,Hindi,61.57142857142857,Humanities
6828,Female,71,81,51,89,95,41,59,Cooking,Programming,Football,Science fair winner,English,69.57142857142857,Humanities
39453,Male,69,84,55,83,41,57,59,Sports,Art,Table Tennis,Dance competition winner,Hindi,64.0,Humanities
20850,Female,73,79,40,83,41,54,40,Music,Art,Table Tennis,Dance competition winner,Hindi,58.57142857142857,Humanities
27008,Female,48,71,41,98,75,54,53,Gardening,Photography,Tennis,Chess competition winner,Hindi,62.857142857142854,Humanities
61981,Female,83,90,48,89,65,58,40,Reading,Music,Tennis,Math Olympiad winner,Hindi,67.57142857142857,Humanities
31650,Female,67,90,48,47,88,41,57,Cooking,Photography,Swimming,Chess competition winner,English,62.57142857142857,Humanities
49420,Female,95,85,48,89,45,47,47,Photography,Music,Football,Debate competition winner,Hindi,65.14285714285714,Humanities
20544,Male,99,92,54,85,48,50,51,Travelling,Photography,Football,Music competition winner,English,68.42857142857143,Humanities
12405,Male,53,94,46,41,97,47,55,Travelling,Cooking,Tennis,Chess competition winner,English,61.857142857142854,Humanities
10193,Male,99,86,42,41,53,57,50,Gardening,Art,Football,Athletics competition winner,English,61.142857142857146,Humanities
18918,Male,97,83,46,59,53,59,55,Travelling,Music,Athletics,Dance competition winner,English,64.57142857142857,Humanities
95051,Female,65,99,47,75,46,46,41,Gardening,Programming,Athletics,Art competition winner,English,59.857142857142854,Humanities
66776,Male,91,70,51,67,49,50,44,Music,History,Table Tennis,Dance competition winner,Hindi,60.285714285714285,Humanities
67546,Female,75,96,48,56,68,47,46,Gardening,Photography,Table Tennis,Dance competition winner,English,62.285714285714285,Humanities
78091,Female,78,86,59,98,61,42,45,Drawing,History,Table Tennis,Math Olympiad winner,Hindi,67.0,Humanities
68946,Male,93,78,49,59,94,41,57,Reading,Art,Athletics,Dance competition winner,English,67.28571428571429,Humanities
53187,Male,78,71,42,71,70,46,41,Travelling,Cooking,Volleyball,Science fair winner,Hindi,59.857142857142854,Humanities
54090,Female,42,73,48,68,48,51,50,Drawing,Dance,Tennis,Debate competition winner,Hindi,54.285714285714285,Humanities
8774,Male,83,76,43,41,87,42,59,Cooking,Dance,Table Tennis,Math Olympiad winner,Hindi,61.57142857142857,Humanities
95465,Male,94,93,42,64,91,55,50,Cooking,History,Cricket,Athletics competition winner,Hindi,69.85714285714286,Humanities
24812,Male,42,82,42,88,94,51,59,Reading,Music,Athletics,Dance competition winner,Hindi,65.42857142857143,Humanities
19857,Male,88,81,50,55,98,59,50,Sports,Art,Cricket,Math Olympiad winner,English,68.71428571428571,Humanities
27214,Male,86,77,41,97,47,46,52,Photography,History,Table Tennis,Math Olympiad winner,English,63.714285714285715,Humanities
44530,Male,45,99,57,64,45,44,44,Drawing,Dance,Football,Debate competition winner,Hindi,56.857142857142854,Humanities
1138,Female,57,92,50,42,58,51,44,Reading,Programming,Football,Chess competition winner,English,56.285714285714285,Humanities
37373,Female,63,73,59,98,54,57,43,Photography,Music,Athletics,Debate competition winner,Hindi,63.857142857142854,Humanities
17052,Female,90,92,43,42,75,40,55,Gardening,Photography,Football,Dance competition winner,Hindi,62.42857142857143,Humanities
25019,Female,95,87,43,70,59,49,44,Photography,Music,Volleyball,Athletics competition winner,Hindi,63.857142857142854,Humanities
83801,Female,53,76,45,48,75,45,57,Photography,Music,Table Tennis,Debate competition winner,Hindi,57.0,Humanities
34078,Female,67,82,54,81,65,51,56,Sports,Music,Volleyball,Art competition winner,Hindi,65.14285714285714,Humanities
19880,Male,73,78,46,90,74,40,44,Drawing,Programming,Table Tennis,Dance competition winner,Hindi,63.57142857142857,Humanities
99615,Female,61,97,42,87,87,54,44,Gardening,Science,Tennis,Dance competition winner,Hindi,67.42857142857143,Humanities
75122,Female,60,96,59,55,64,58,45,Travelling,Dance,Table Tennis,Dance competition winner,English,62.42857142857143,Humanities
36304,Male,80,87,48,77,96,52,47,Reading,Dance,Basketball,Math Olympiad winner,English,69.57142857142857,Humanities
67937,Female,47,82,46,48,56,43,57,Reading,Science,Volleyball,Dance competition winner,Hindi,54.142857142857146,Humanities
62531,Male,49,74,57,70,67,58,50,Gardening,Art,Swimming,Chess competition winner,English,60.714285714285715,Humanities
82151,Female,87,99,55,56,91,49,43,Gardening,Science,Tennis,Debate competition winner,English,68.57142857142857,Humanities
30470,Male,64,87,43,73,63,49,53,Travelling,Cooking,Athletics,Athletics competition winner,Hindi,61.714285714285715,Humanities
11763,Male,65,88,42,45,91,47,57,Cooking,Science,Volleyball,Art competition winner,English,62.142857142857146,Humanities
49370,Male,87,80,56,56,69,59,53,Travelling,Art,Basketball,Science fair winner,Hindi,65.71428571428571,Humanities
64920,Female,62,88,40,79,95,49,43,Gardening,Science,Athletics,Science fair winner,English,65.14285714285714,Humanities
97780,Male,72,93,54,84,44,57,49,Drawing,Art,Tennis,Debate competition winner,English,64.71428571428571,Humanities
4691,Male,69,85,50,43,44,51,55,Photography,Cooking,Athletics,Dance competition winner,English,56.714285714285715,Humanities
65157,Female,77,83,50,74,88,42,54,Gardening,Cooking,Tennis,Debate competition winner,Hindi,66.85714285714286,Humanities
89626,Female,45,97,56,51,73,45,56,Photography,Music,Swimming,Athletics competition winner,Hindi,60.42857142857143,Humanities
70670,Male,74,84,49,66,93,45,42,Cooking,Photography,Football,Debate competition winner,English,64.71428571428571,Humanities
33910,Male,64,76,58,65,88,51,51,Drawing,Photography,Basketball,Math Olympiad winner,Hindi,64.71428571428571,Humanities
35711,Female,87,92,42,63,69,44,54,Cooking,Programming,Tennis,Art competition winner,English,64.42857142857143,Humanities
45496,Male,65,71,58,87,84,51,56,Photography,Music,Volleyball,Math Olympiad winner,English,67.42857142857143,Humanities
32352,Female,42,72,46,76,72,55,41,Cooking,Programming,Tennis,Science fair winner,Hindi,57.714285714285715,Humanities
97001,Male,47,87,42,44,75,57,49,Travelling,Art,Volleyball,Art competition winner,Hindi,57.285714285714285,Humanities
50597,Female,65,92,45,54,65,51,47,Sports,Dance,Tennis,Dance competition winner,Hindi,59.857142857142854,Humanities
37552,Male,59,89,55,61,63,48,50,Photography,Photography,Swimming,Athletics competition winner,English,60.714285714285715,Humanities
11895,Female,58,77,55,68,67,45,58,Gardening,Music,Tennis,Music competition winner,Hindi,61.142857142857146,Humanities
81122,Male,63,99,40,43,74,40,49,Cooking,Music,Athletics,Debate competition winner,Hindi,58.285714285714285,Humanities
42259,Female,41,71,57,64,80,50,57,Music,Dance,Volleyball,Chess competition winner,Hindi,60.0,Humanities
7775,Male,55,78,48,74,98,46,47,Travelling,Art,Basketball,Art competition winner,Hindi,63.714285714285715,Humanities
48170,Female,60,84,41,67,61,58,46,Photography,Art,Volleyball,Music competition winner,English,59.57142857142857,Humanities
49272,Female,43,97,59,47,45,51,42,Photography,Art,Swimming,Art competition winner,Hindi,54.857142857142854,Humanities
24812,Male,42,82,42,88,94,51,59,Reading,Music,Athletics,Dance competition winner,Hindi,65.42857142857143,Humanities
98664,Male,76,84,57,54,98,47,44,Gardening,Dance,Cricket,Athletics competition winner,Hindi,65.71428571428571,Humanities
78907,Female,90,83,44,80,47,58,57,Gardening,Science,Football,Music competition winner,English,65.57142857142857,Humanities
24562,Male,43,72,59,98,75,42,56,Travelling,Programming,Table Tennis,Science fair winner,Hindi,63.57142857142857,Humanities
28441,Female,91,76,58,76,62,45,40,Travelling,Dance,Table Tennis,Art competition winner,English,64.0,Humanities
29208,Male,77,70,43,62,42,48,56,Music,Music,Basketball,Art competition winner,Hindi,56.857142857142854,Humanities
11356,Male,56,74,53,72,48,45,48,Reading,Programming,Table Tennis,Debate competition winner,Hindi,56.57142857142857,Humanities
45586,Male,100,75,46,47,86,54,57,Photography,Art,Volleyball,Debate competition winner,Hindi,66.42857142857143,Humanities
99357,Male,48,79,58,95,91,50,53,Gardening,Music,Swimming,Art competition winner,Hindi,67.71428571428571,Humanities
13065,Female,78,88,48,70,90,42,43,Cooking,Cooking,Swimming,Math Olympiad winner,English,65.57142857142857,Humanities
99772,Female,93,78,50,47,50,53,48,Photography,Photography,Swimming,Chess competition winner,Hindi,59.857142857142854,Humanities
99633,Female,65,72,45,73,60,55,41,Gardening,Science,Swimming,Math Olympiad winner,Hindi,58.714285714285715,Humanities
66734,Male,41,95,51,62,75,51,40,Cooking,History,Swimming,Athletics competition winner,Hindi,59.285714285714285,Humanities
82074,Female,64,85,57,75,52,47,44,Sports,Programming,Athletics,Music competition winner,English,60.57142857142857,Humanities
77303,Male,83,88,53,92,63,49,47,Sports,History,Athletics,Athletics competition winner,Hindi,67.85714285714286,Humanities
11763,Male,65,88,42,45,91,47,57,Cooking,Science,Volleyball,Art competition winner,English,62.142857142857146,Humanities
18023,Female,88,81,48,69,48,52,49,Music,Cooking,Table Tennis,Science fair winner,English,62.142857142857146,Humanities
14575,Female,55,100,40,93,95,48,53,Reading,Art,Tennis,Art competition winner,Hindi,69.14285714285714,Humanities
75834,Female,46,74,46,82,40,54,43,Reading,Programming,Swimming,Science fair winner,English,55.0,Humanities
8730,Female,52,96,42,44,58,58,43,Gardening,Cooking,Athletics,Dance competition winner,Hindi,56.142857142857146,Humanities
33619,Female,68,94,56,96,80,46,44,Sports,Programming,Football,Math Olympiad winner,Hindi,69.14285714285714,Humanities
99218,Male,55,81,50,58,42,57,59,Drawing,Art,Cricket,Dance competition winner,Hindi,57.42857142857143,Humanities
36036,Male,61,99,49,49,98,56,41,Sports,Art,Swimming,Debate competition winner,Hindi,64.71428571428571,Humanities
67280,Female,60,96,58,77,54,40,40,Sports,Art,Basketball,Math Olympiad winner,Hindi,60.714285714285715,Humanities
4563,Female,48,76,49,87,69,57,57,Cooking,Cooking,Tennis,Athletics competition winner,English,63.285714285714285,Humanities
3447,Female,88,79,41,52,48,41,45,Sports,Music,Swimming,Chess competition winner,Hindi,56.285714285714285,Humanities
20842,Male,60,93,41,53,96,40,52,Reading,Photography,Volleyball,Debate competition winner,English,62.142857142857146,Humanities
68970,Male,71,95,51,69,55,41,48,Cooking,Art,Athletics,Athletics competition winner,English,61.42857142857143,Humanities
73634,Male,67,81,42,77,78,46,43,Sports,History,Football,Debate competition winner,Hindi,62.0,Humanities
31033,Male,57,75,51,60,58,56,54,Music,Cooking,Football,Music competition winner,Hindi,58.714285714285715,Humanities
91804,Male,55,96,44,99,57,56,58,Photography,History,Tennis,Chess competition winner,Hindi,66.42857142857143,Humanities
1574,Female,91,71,52,54,74,52,42,Music,Art,Football,Chess competition winner,Hindi,62.285714285714285,Humanities
59548,Male,76,81,51,66,60,51,50,Gardening,History,Tennis,Art competition winner,English,62.142857142857146,Humanities
95883,Male,94,94,50,89,55,40,53,Reading,Programming,Swimming,Athletics competition winner,Hindi,67.85714285714286,Humanities
50414,Female,74,75,51,61,62,59,57,Reading,Dance,Volleyball,Chess competition winner,English,62.714285714285715,Humanities
68362,Male,92,78,47,61,99,50,56,Drawing,Art,Tennis,Debate competition winner,Hindi,69.0,Humanities
11895,Female,58,77,55,68,67,45,58,Gardening,Music,Tennis,Music competition winner,Hindi,61.142857142857146,Humanities
35711,Female,87,92,42,63,69,44,54,Cooking,Programming,Tennis,Art competition winner,English,64.42857142857143,Humanities
90021,Female,85,70,48,62,49,53,57,Music,History,Tennis,Math Olympiad winner,Hindi,60.57142857142857,Humanities
33368,Female,92,78,57,42,84,48,51,Photography,Science,Tennis,Athletics competition winner,English,64.57142857142857,Humanities
59087,Female,91,75,59,76,54,41,55,Gardening,Programming,Basketball,Music competition winner,Hindi,64.42857142857143,Humanities
66759,Male,83,70,56,77,94,54,46,Cooking,Photography,Cricket,Art competition winner,English,68.57142857142857,Humanities
57793,Female,73,88,46,85,66,45,44,Sports,History,Swimming,Science fair winner,English,63.857142857142854,Humanities
61324,Male,40,87,47,55,49,46,53,Reading,Art,Volleyball,Math Olympiad winner,English,53.857142857142854,Humanities
15422,Female,93,71,57,77,79,45,48,Music,History,Cricket,Math Olympiad winner,English,67.14285714285714,Humanities
72844,Female,92,94,40,60,62,49,49,Music,History,Volleyball,Math Olympiad winner,English,63.714285714285715,Humanities
29105,Female,57,74,59,42,61,42,57,Reading,Music,Cricket,Chess competition winner,English,56.0,Humanities
73220,Female,47,73,59,57,69,41,47,Travelling,Dance,Volleyball,Athletics competition winner,English,56.142857142857146,Humanities
50597,Male,65,92,45,54,65,51,47,Sports,Dance,Tennis,Dance competition winner,Hindi,59.857142857142854,Humanities
10933,Female,43,71,43,59,72,40,44,Photography,Dance,Cricket,Debate competition winner,English,53.142857142857146,Humanities
95795,Male,89,74,41,49,43,44,59,Drawing,Photography,Swimming,Debate competition winner,Hindi,57.0,Humanities
62721,Male,55,70,52,52,79,47,56,Gardening,Dance,Athletics,Dance competition winner,Hindi,58.714285714285715,Humanities
26582,Female,95,82,51,72,43,58,50,Travelling,Music,Tennis,Chess competition winner,English,64.42857142857143,Humanities
69728,Male,59,99,42,97,46,55,49,Photography,Dance,Tennis,Debate competition winner,Hindi,63.857142857142854,Humanities
94640,Female,91,92,42,49,55,46,51,Gardening,Cooking,Athletics,Math Olympiad winner,Hindi,60.857142857142854,Humanities
51042,Male,52,76,55,64,51,48,46,Travelling,Dance,Football,Math Olympiad winner,Hindi,56.0,Humanities
81964,Female,68,86,40,82,44,54,53,Music,History,Table Tennis,Chess competition winner,English,61.0,Humanities
36142,Male,69,77,59,76,85,59,53,Sports,Photography,Football,Science fair winner,English,68.28571428571429,Humanities
6166,Female,93,85,57,46,41,56,41,Gardening,Dance,Table Tennis,Athletics competition winner,English,59.857142857142854,Humanities
66305,Female,83,81,45,72,55,59,50,Drawing,History,Volleyball,Science fair winner,English,63.57142857142857,Humanities
35487,Male,50,95,48,49,69,50,52,Travelling,Cooking,Table Tennis,Chess competition winner,Hindi,59.0,Humanities
25916,Female,45,84,52,56,82,50,44,Travelling,Music,Cricket,Music competition winner,English,59.0,Humanities
17766,Female,84,74,55,63,92,47,50,Cooking,Music,Volleyball,Art competition winner,Hindi,66.42857142857143,Humanities
11196,Male,77,70,50,61,68,49,48,Gardening,Programming,Cricket,Chess competition winner,English,60.42857142857143,Humanities
64502,Male,48,84,59,87,69,44,53,Drawing,Programming,Swimming,Chess competition winner,Hindi,63.42857142857143,Humanities
10384,Male,44,72,41,60,48,55,42,Reading,History,Football,Music competition winner,English,51.714285714285715,Humanities
23978,Female,79,71,47,90,67,45,51,Drawing,Photography,Cricket,Athletics competition winner,English,64.28571428571429,Humanities
55309,Female,100,87,40,48,75,59,53,Gardening,Cooking,Cricket,Math Olympiad winner,English,66.0,Humanities
48167,Female,79,73,47,93,50,44,42,Drawing,Dance,Volleyball,Dance competition winner,English,61.142857142857146,Humanities
65830,Male,68,84,49,62,54,48,49,Music,Art,Athletics,Chess competition winner,English,59.142857142857146,Humanities
50094,Male,61,84,52,66,93,44,45,Drawing,History,Athletics,Debate competition winner,Hindi,63.57142857142857,Humanities
96895,Female,73,84,48,98,85,40,40,Cooking,Art,Tennis,Debate competition winner,Hindi,66.85714285714286,Humanities
89735,Male,44,99,58,48,80,53,49,Photography,Photography,Basketball,Dance competition winner,Hindi,61.57142857142857,Humanities
89254,Male,85,91,59,54,61,42,42,Travelling,Art,Tennis,Science fair winner,English,62.0,Humanities
9790,Male,70,85,44,100,67,59,52,Travelling,Music,Basketball,Dance competition winner,English,68.14285714285714,Humanities
18106,Female,96,75,55,58,53,50,48,Reading,Music,Table Tennis,Art competition winner,English,62.142857142857146,Humanities
45845,Female,61,71,46,44,70,43,44,Photography,Science,Volleyball,Math Olympiad winner,English,54.142857142857146,Humanities
12483,Male,55,96,54,45,54,43,42,Photography,Programming,Basketball,Dance competition winner,Hindi,55.57142857142857,Humanities
75400,Female,65,86,59,69,86,47,51,Drawing,Dance,Athletics,Athletics competition winner,Hindi,66.14285714285714,Humanities
53314,Male,68,79,46,41,63,53,51,Reading,History,Basketball,Science fair winner,English,57.285714285714285,Humanities
34979,Female,67,86,51,48,46,54,47,Reading,Art,Football,Athletics competition winner,Hindi,57.0,Humanities
92436,Female,40,73,56,59,68,59,51,Gardening,Science,Football,Dance competition winner,English,58.0,Humanities
33619,Female,68,94,56,96,80,46,44,Sports,Programming,Football,Math Olympiad winner,Hindi,69.14285714285714,Humanities
75246,Male,71,83,41,66,44,58,57,Drawing,Programming,Tennis,Chess competition winner,Hindi,60.0,Humanities
47952,Male,72,87,77,65,67,97,48,Music,Photography,Table Tennis,Debate competition winner,Hindi,73.28571428571429,Science
41112,Male,53,89,69,64,92,81,43,Photography,Cooking,Swimming,Chess competition winner,Hindi,70.14285714285714,Science
22464,Female,69,46,97,80,51,98,90,Drawing,Science,Athletics,Debate competition winner,English,75.85714285714286,Science
85061,Male,53,68,97,41,79,77,77,Reading,Music,Football,Math Olympiad winner,Hindi,70.28571428571429,Science
14205,Male,79,70,85,93,56,84,76,Photography,Dance,Swimming,Debate competition winner,English,77.57142857142857,Science
42211,Male,44,92,48,50,59,93,51,Drawing,Programming,Table Tennis,Dance competition winner,Hindi,62.42857142857143,Science
87932,Male,58,76,64,86,97,44,75,Travelling,Art,Basketball,Art competition winner,English,71.42857142857143,Science
41517,Male,69,78,43,84,93,79,68,Photography,Music,Volleyball,Math Olympiad winner,Hindi,73.42857142857143,Science
86407,Male,79,40,82,85,79,51,69,Music,Dance,Football,Science fair winner,English,69.28571428571429,Science
50908,Female,97,72,72,69,60,94,44,Music,Dance,Football,Art competition winner,Hindi,72.57142857142857,Science
48273,Male,47,63,98,72,64,69,42,Travelling,Photography,Swimming,Science fair winner,English,65.0,Science
74682,Female,82,100,91,93,42,61,52,Cooking,Photography,Athletics,Athletics competition winner,Hindi,74.42857142857143,Science
92571,Male,53,66,68,42,91,56,78,Travelling,Photography,Swimming,Dance competition winner,Hindi,64.85714285714286,Science
41175,Male,100,90,65,65,40,99,59,Gardening,Photography,Swimming,Math Olympiad winner,English,74.0,Science
21277,Female,100,63,83,96,92,63,79,Travelling,Dance,Cricket,Dance competition winner,Hindi,82.28571428571429,Science
68548,Female,82,68,75,46,68,77,96,Photography,Art,Table Tennis,Athletics competition winner,Hindi,73.14285714285714,Science
56408,Male,92,66,95,79,92,63,89,Gardening,Science,Cricket,Dance competition winner,English,82.28571428571429,Science
49588,Female,57,70,99,69,91,56,67,Cooking,Art,Tennis,Math Olympiad winner,English,72.71428571428571,Science
2376,Male,85,98,93,72,48,66,85,Drawing,History,Cricket,Music competition winner,Hindi,78.14285714285714,Science
68481,Male,50,50,80,87,91,43,64,Reading,Photography,Table Tennis,Chess competition winner,Hindi,66.42857142857143,Science
18067,Male,53,80,61,93,57,96,71,Cooking,Photography,Cricket,Dance competition winner,Hindi,73.0,Science
51937,Male,44,59,89,55,42,83,82,Sports,Music,Football,Debate competition winner,English,64.85714285714286,Science
27782,Male,75,76,98,49,92,91,53,Drawing,Art,Basketball,Art competition winner,English,76.28571428571429,Science
37138,Male,66,44,96,47,50,60,47,Gardening,Art,Volleyball,Debate competition winner,Hindi,58.57142857142857,Science
71064,Male,42,63,47,56,83,82,76,Travelling,Dance,Athletics,Art competition winner,English,64.14285714285714,Science
98782,Male,87,64,87,78,78,69,57,Drawing,History,Cricket,Chess competition winner,English,74.28571428571429,Science
68093,Male,90,59,54,83,80,77,90,Drawing,Science,Table Tennis,Chess competition winner,English,76.14285714285714,Science
88409,Male,91,50,93,60,42,40,60,Music,Music,Cricket,Chess competition winner,English,62.285714285714285,Science
82689,Female,50,69,82,83,53,69,56,Cooking,Art,Football,Debate competition winner,English,66.0,Science
29008,Female,84,88,74,77,76,71,97,Cooking,Dance,Table Tennis,Chess competition winner,Hindi,81.0,Science
42601,Female,68,66,78,69,94,75,94,Cooking,Programming,Swimming,Chess competition winner,Hindi,77.71428571428571,Science
46728,Female,67,53,49,92,90,81,81,Drawing,Dance,Cricket,Math Olympiad winner,Hindi,73.28571428571429,Science
92236,Female,65,61,47,61,79,52,97,Travelling,Music,Athletics,Science fair winner,Hindi,66.0,Science
28547,Male,67,95,57,65,81,91,64,Gardening,Programming,Volleyball,Chess competition winner,Hindi,74.28571428571429,Science
60620,Female,68,88,98,84,74,51,68,Photography,Cooking,Volleyball,Music competition winner,English,75.85714285714286,Science
10219,Male,41,78,92,97,85,74,99,Music,History,Tennis,Science fair winner,English,80.85714285714286,Science
5607,Female,77,40,85,81,54,54,91,Photography,Music,Basketball,Science fair winner,Hindi,68.85714285714286,Science
8280,Male,76,71,83,78,44,78,70,Travelling,Photography,Table Tennis,Art competition winner,English,71.42857142857143,Science
93988,Male,92,87,85,61,48,70,84,Reading,Art,Basketball,Athletics competition winner,English,75.28571428571429,Science
47000,Female,72,74,61,44,85,50,89,Music,Programming,Swimming,Dance competition winner,English,67.85714285714286,Science
35858,Female,72,90,76,59,67,83,86,Reading,Music,Volleyball,Chess competition winner,Hindi,76.14285714285714,Science
29027,Female,67,61,80,45,63,60,74,Drawing,Photography,Volleyball,Math Olympiad winner,English,64.28571428571429,Science
57234,Male,46,97,57,58,98,99,57,Photography,Photography,Swimming,Athletics competition winner,English,73.14285714285714,Science
84041,Female,97,46,86,41,48,48,96,Travelling,Music,Swimming,Debate competition winner,English,66.0,Science
93218,Male,87,83,100,75,62,87,41,Travelling,Cooking,Basketball,Art competition winner,English,76.42857142857143,Science
78230,Female,73,97,98,82,61,48,66,Drawing,History,Cricket,Math Olympiad winner,Hindi,75.0,Science
18811,Female,97,79,78,75,45,87,86,Cooking,Photography,Cricket,Debate competition winner,Hindi,78.14285714285714,Science
10264,Female,100,83,89,50,60,74,63,Reading,Music,Table Tennis,Music competition winner,Hindi,74.14285714285714,Science
86909,Male,75,71,91,61,78,92,99,Travelling,History,Tennis,Art competition winner,English,81.0,Science
44444,Male,51,83,99,81,86,74,100,Reading,Dance,Basketball,Art competition winner,English,82.0,Science
66570,Male,88,53,88,61,46,77,91,Photography,History,Table Tennis,Math Olympiad winner,Hindi,72.0,Science
33923,Male,96,50,99,42,55,64,52,Travelling,Art,Tennis,Athletics competition winner,English,65.42857142857143,Science
56883,Male,48,67,84,86,63,68,45,Music,Dance,Table Tennis,Athletics competition winner,English,65.85714285714286,Science
61080,Male,73,67,83,88,92,54,72,Photography,Art,Cricket,Art competition winner,English,75.57142857142857,Science
94192,Female,64,57,65,66,45,53,91,Reading,Programming,Basketball,Math Olympiad winner,Hindi,63.0,Science
92314,Male,87,73,81,97,40,81,100,Photography,Dance,Tennis,Chess competition winner,Hindi,79.85714285714286,Science
11248,Male,61,87,67,72,49,45,70,Music,Science,Basketball,Chess competition winner,English,64.42857142857143,Science
92966,Male,80,44,75,89,69,70,92,Gardening,Photography,Athletics,Science fair winner,Hindi,74.14285714285714,Science
4640,Female,87,86,73,86,87,75,71,Photography,Dance,Tennis,Math Olympiad winner,English,80.71428571428571,Science
