Acedamic percentage,Hours Studying per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system,self-learning capability,Extra-courses did,certifications,workshops,talenttests taken,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies,Type of company want to settle in,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,Gentle or Tuff behaviour,Salary/work,hard/smart worker,Introvert,Suggested Job Role
65,4,1,4,8,6,no,yes,no,information security,database security,no,no,excellent,medium,parallel computing,security,job,product development,no,yes,Guide,salary,gentle,salary,hard worker,no,Business Intelligence Analyst
82,9,6,5,7,5,yes,no,no,information security,database security,no,no,excellent,medium,networks,system developer,job,BPA,no,no,Art,salary,gentle,salary,smart worker,no,Portal Administrator
62,12,4,5,5,3,yes,yes,no,hadoop,system designing,no,yes,poor,medium,IOT,testing,job,Service Based,yes,yes,Encyclopedias,salary,gentle,salary,smart worker,no,Programmer Analyst
64,10,7,6,7,5,yes,no,yes,machine learning,game development,yes,no,excellent,medium,data engineering,testing,job,BPA,yes,no,Art,Work,gentle,salary,hard worker,no,Software Quality Assurance (QA) / Testing
84,12,2,3,2,3,yes,no,no,machine learning,game development,yes,yes,medium,medium,IOT,cloud computing,job,SAaS services,yes,yes,Science,Work,gentle,salary,smart worker,yes,Business Intelligence Analyst
77,4,9,0,4,9,no,no,no,hadoop,system designing,yes,yes,medium,medium,programming,cloud computing,job,Web Services,no,no,Prayer books,salary,stubborn,salary,smart worker,no,Network Security Administrator
74,12,4,3,4,1,no,no,yes,information security,game development,yes,yes,poor,poor,Management,developer,higherstudies,product development,yes,no,Mystery,Work,stubborn,salary,smart worker,no,Software Quality Assurance (QA) / Testing
66,6,4,2,5,1,no,yes,yes,hadoop,cloud computing,yes,yes,medium,excellent,parallel computing,security,job,Product based,yes,no,Comics,Work,stubborn,salary,hard worker,no,Information Security Analyst
81,5,3,6,1,2,no,yes,yes,hadoop,cloud computing,no,no,poor,medium,parallel computing,system developer,job,Sales and Marketing,no,yes,Religion-Spirituality,Work,gentle,salary,hard worker,no,Mobile Applications Developer
73,6,7,6,8,6,yes,yes,yes,machine learning,cloud computing,yes,no,excellent,excellent,Computer Architecture,security,higherstudies,Sales and Marketing,no,no,Religion-Spirituality,salary,gentle,salary,hard worker,no,Technical Support
94,12,3,2,5,4,yes,no,yes,app development,hacking,no,yes,poor,excellent,cloud computing,developer,higherstudies,BPA,no,yes,Comics,salary,stubborn,salary,smart worker,yes,Mobile Applications Developer
86,5,7,1,5,9,yes,no,no,full stack,cloud computing,yes,yes,excellent,poor,hacking,developer,job,Service Based,no,no,Action and Adventure,Work,gentle,work,hard worker,yes,Technical Services/Help Desk/Tech Support
62,8,6,5,1,2,yes,no,no,app development,system designing,yes,no,poor,poor,Management,testing,job,Product based,no,no,Encyclopedias,salary,stubborn,salary,smart worker,no,Network Engineer
76,8,9,1,1,7,yes,no,yes,hadoop,data science,yes,yes,medium,excellent,IOT,testing,job,Web Services,no,yes,Self help,Work,gentle,work,smart worker,yes,Programmer Analyst
82,4,8,2,9,2,no,yes,no,shell programming,game development,no,yes,excellent,poor,networks,developer,job,BPA,no,yes,Romance,Work,stubborn,work,hard worker,yes,CRM Business Analyst
82,12,3,0,2,6,yes,no,no,full stack,data science,no,no,excellent,excellent,data engineering,cloud computing,higherstudies,Finance,yes,no,Fantasy,salary,stubborn,salary,smart worker,yes,Information Security Analyst
92,7,4,4,4,7,yes,no,yes,hadoop,database security,yes,no,excellent,excellent,IOT,cloud computing,higherstudies,Testing and Maintainance Services,yes,yes,Self help,salary,gentle,salary,hard worker,yes,Data Architect
61,7,1,4,6,9,no,no,no,app development,cloud computing,yes,yes,poor,medium,Management,system developer,job,Finance,no,yes,Dictionaries,salary,stubborn,salary,hard worker,no,Software Developer
64,7,4,4,5,8,no,yes,yes,app development,testing,no,yes,excellent,excellent,Management,security,higherstudies,Product based,no,yes,Comics,salary,stubborn,salary,hard worker,no,Applications Developer
60,12,5,4,2,6,no,yes,no,information security,database security,no,no,poor,excellent,networks,cloud computing,higherstudies,Service Based,no,no,Guide,salary,gentle,work,hard worker,no,Software Quality Assurance (QA) / Testing
63,11,8,4,5,6,yes,yes,no,full stack,data science,yes,yes,medium,medium,cloud computing,cloud computing,job,Product based,yes,yes,Journals,Work,stubborn,salary,smart worker,no,Database Administrator
78,8,3,1,1,2,yes,yes,yes,shell programming,web technologies,no,no,excellent,poor,data engineering,system developer,higherstudies,Web Services,yes,yes,Self help,salary,stubborn,work,smart worker,no,Database Manager
80,10,5,4,9,5,no,yes,yes,python,system designing,no,no,poor,poor,parallel computing,system developer,higherstudies,Cloud Services,no,yes,Series,Work,stubborn,work,smart worker,yes,Network Security Administrator
92,11,4,5,2,9,yes,no,yes,python,testing,yes,yes,poor,excellent,IOT,cloud computing,job,Product based,yes,no,Science,salary,gentle,salary,smart worker,yes,Solutions Architect
70,12,9,4,9,7,yes,no,yes,app development,hacking,yes,yes,poor,excellent,Management,testing,job,Service Based,yes,no,Science fiction,Work,gentle,work,hard worker,yes,CRM Technical Developer
70,8,6,4,9,1,no,yes,yes,machine learning,cloud computing,no,yes,excellent,poor,hacking,Business process analyst,higherstudies,Service Based,no,yes,Self help,Work,gentle,work,smart worker,yes,Software Engineer
91,9,8,1,2,9,no,no,yes,shell programming,game development,yes,yes,excellent,medium,IOT,security,job,Finance,no,yes,Series,salary,stubborn,work,hard worker,yes,Network Security Engineer
92,5,9,6,6,8,no,yes,no,information security,cloud computing,no,yes,poor,medium,Management,security,job,Cloud Services,yes,yes,Mystery,salary,gentle,work,hard worker,yes,Software Developer
67,4,3,1,7,8,no,no,yes,hadoop,web technologies,no,yes,poor,excellent,IOT,system developer,job,BPA,no,yes,Prayer books,Work,gentle,salary,hard worker,yes,Database Developer
73,5,5,5,6,7,yes,no,no,information security,system designing,yes,yes,poor,medium,data engineering,security,job,Testing and Maintainance Services,no,yes,Art,Work,gentle,work,hard worker,yes,Software Engineer
62,7,4,0,2,4,no,no,yes,python,cloud computing,yes,no,excellent,medium,data engineering,Business process analyst,job,Product based,yes,yes,Biographies,Work,stubborn,salary,hard worker,yes,Programmer Analyst
66,6,3,5,2,5,no,yes,no,information security,testing,no,no,excellent,excellent,IOT,developer,higherstudies,SAaS services,yes,yes,Horror,Work,gentle,salary,smart worker,no,Database Administrator
70,12,4,2,1,9,no,no,no,full stack,web technologies,no,no,medium,excellent,IOT,Business process analyst,job,Testing and Maintainance Services,yes,no,Travel,Work,stubborn,work,hard worker,no,Software Developer
84,9,2,4,1,4,no,no,no,shell programming,database security,yes,no,excellent,medium,parallel computing,Business process analyst,higherstudies,Cloud Services,yes,yes,Satire,Work,gentle,salary,hard worker,yes,Systems Analyst
64,9,5,3,7,8,yes,no,no,full stack,system designing,no,no,medium,medium,IOT,cloud computing,job,Testing and Maintainance Services,yes,no,Math,Work,gentle,work,hard worker,no,Systems Security Administrator
91,8,2,6,9,9,yes,yes,yes,python,web technologies,yes,yes,poor,poor,hacking,security,higherstudies,Sales and Marketing,no,no,Poetry,Work,gentle,work,smart worker,no,Project Manager
62,6,5,2,3,3,no,no,no,full stack,hacking,yes,yes,medium,excellent,Software Engineering,Business process analyst,job,Finance,no,no,Health,salary,stubborn,salary,smart worker,no,Information Technology Auditor
88,12,3,1,5,2,no,yes,no,app development,data science,no,yes,medium,medium,networks,Business process analyst,higherstudies,Service Based,yes,yes,Autobiographies,Work,stubborn,salary,smart worker,yes,Software Quality Assurance (QA) / Testing
87,6,1,5,8,2,yes,yes,yes,distro making,cloud computing,yes,yes,poor,excellent,Software Engineering,security,job,Product based,no,no,Encyclopedias,Work,stubborn,work,hard worker,no,Web Developer
63,10,1,2,3,5,no,no,yes,python,cloud computing,no,no,medium,poor,cloud computing,system developer,higherstudies,Cloud Services,yes,yes,Cookbooks,Work,stubborn,work,hard worker,no,Quality Assurance Associate
70,10,8,0,3,8,yes,yes,yes,app development,database security,no,yes,poor,excellent,data engineering,security,job,Sales and Marketing,yes,yes,Art,salary,stubborn,salary,hard worker,no,Business Intelligence Analyst
86,9,3,4,7,1,no,no,no,shell programming,game development,no,yes,poor,poor,Management,cloud computing,higherstudies,product development,no,no,Guide,salary,stubborn,salary,smart worker,yes,CRM Business Analyst
72,7,9,6,9,8,yes,yes,no,python,cloud computing,yes,yes,poor,excellent,Software Engineering,system developer,higherstudies,Testing and Maintainance Services,no,yes,Anthology,Work,stubborn,salary,hard worker,yes,Programmer Analyst
91,6,5,3,9,8,yes,no,yes,hadoop,game development,no,yes,poor,excellent,Computer Architecture,cloud computing,job,Web Services,yes,no,Guide,salary,stubborn,work,hard worker,yes,Technical Support
92,7,9,4,9,4,yes,yes,yes,app development,data science,yes,yes,excellent,medium,Management,cloud computing,job,Product based,yes,yes,Travel,Work,stubborn,salary,hard worker,no,Data Architect
93,8,8,1,6,5,no,yes,no,app development,testing,yes,no,medium,poor,programming,developer,job,Web Services,yes,yes,Art,Work,stubborn,salary,hard worker,no,Technical Services/Help Desk/Tech Support
86,8,3,3,4,1,yes,yes,yes,machine learning,game development,yes,no,medium,medium,programming,developer,higherstudies,SAaS services,yes,no,Mystery,salary,gentle,work,smart worker,yes,Systems Security Administrator
86,6,7,5,1,7,no,yes,yes,machine learning,system designing,yes,yes,medium,poor,cloud computing,testing,higherstudies,Service Based,yes,yes,Horror,salary,gentle,salary,hard worker,yes,Web Developer
62,5,8,3,1,6,no,yes,no,python,web technologies,yes,no,medium,medium,programming,testing,higherstudies,SAaS services,no,no,Self help,Work,gentle,work,hard worker,yes,Data Architect
89,10,7,3,8,6,no,yes,no,machine learning,game development,no,yes,excellent,excellent,parallel computing,Business process analyst,higherstudies,Product based,no,yes,Math,Work,stubborn,work,hard worker,no,Business Systems Analyst
93,5,4,2,4,6,no,no,no,python,data science,yes,no,medium,poor,cloud computing,system developer,higherstudies,Service Based,no,yes,Health,Work,stubborn,work,hard worker,yes,CRM Technical Developer
67,7,4,4,3,2,yes,no,no,hadoop,data science,yes,yes,medium,poor,cloud computing,cloud computing,job,Finance,no,yes,Health,Work,gentle,salary,smart worker,no,Project Manager
81,6,9,4,5,3,no,no,yes,distro making,game development,yes,no,poor,poor,Management,security,higherstudies,Finance,yes,no,Math,salary,stubborn,salary,hard worker,no,UX Designer
72,6,1,4,4,1,yes,yes,yes,full stack,cloud computing,no,yes,excellent,poor,hacking,cloud computing,higherstudies,SAaS services,yes,yes,Poetry,Work,gentle,salary,smart worker,yes,Programmer Analyst
63,8,4,1,5,1,yes,yes,no,shell programming,web technologies,yes,no,poor,medium,data engineering,security,job,BPA,yes,no,Mystery,salary,stubborn,work,smart worker,no,Database Manager
61,7,2,0,3,1,no,no,yes,distro making,cloud computing,no,yes,poor,poor,parallel computing,developer,higherstudies,Web Services,yes,no,Horror,Work,gentle,work,hard worker,no,Solutions Architect
80,6,6,1,3,6,no,no,no,information security,hacking,yes,no,poor,excellent,programming,system developer,higherstudies,Sales and Marketing,no,yes,Romance,Work,gentle,work,smart worker,no,Network Security Administrator
93,8,9,1,8,6,no,no,yes,full stack,system designing,yes,no,medium,excellent,Software Engineering,testing,higherstudies,Service Based,yes,yes,Series,salary,stubborn,salary,hard worker,no,Network Security Administrator
84,8,1,4,5,1,no,yes,yes,hadoop,database security,yes,yes,poor,excellent,Software Engineering,testing,higherstudies,Product based,no,no,Guide,salary,stubborn,salary,hard worker,yes,Database Manager
75,10,3,6,7,7,yes,no,yes,machine learning,cloud computing,yes,no,excellent,excellent,programming,developer,job,Product based,no,no,Science fiction,salary,stubborn,work,hard worker,yes,Systems Analyst
61,7,3,6,8,2,yes,no,no,python,game development,yes,no,medium,excellent,hacking,Business process analyst,higherstudies,BPA,yes,yes,Autobiographies,Work,gentle,work,smart worker,yes,Network Security Engineer
84,11,3,5,9,3,no,yes,yes,machine learning,cloud computing,no,no,medium,excellent,Software Engineering,developer,job,Product based,no,no,Satire,salary,stubborn,work,smart worker,yes,Business Intelligence Analyst
94,7,7,3,6,5,yes,no,yes,distro making,cloud computing,no,yes,poor,medium,Management,Business process analyst,job,BPA,yes,yes,Math,salary,gentle,work,hard worker,no,Mobile Applications Developer
87,6,2,2,8,5,yes,yes,no,hadoop,game development,yes,no,excellent,medium,cloud computing,security,higherstudies,product development,no,no,Mystery,salary,stubborn,salary,hard worker,no,Software Quality Assurance (QA) / Testing
84,11,3,0,5,1,no,no,yes,machine learning,game development,yes,yes,poor,excellent,programming,cloud computing,higherstudies,Web Services,no,no,Art,salary,gentle,work,hard worker,no,Database Administrator
90,7,5,5,8,4,yes,yes,yes,machine learning,game development,no,no,poor,excellent,data engineering,security,job,Sales and Marketing,yes,no,Health,salary,stubborn,work,hard worker,no,Software Systems Engineer
67,6,1,0,6,1,no,yes,no,r programming,database security,no,no,excellent,poor,Computer Architecture,Business process analyst,higherstudies,Product based,no,yes,Autobiographies,salary,stubborn,salary,smart worker,no,Design & UX
89,5,8,3,3,9,yes,yes,yes,shell programming,web technologies,yes,yes,medium,poor,programming,Business process analyst,higherstudies,Service Based,no,no,Guide,Work,stubborn,work,hard worker,no,E-Commerce Analyst
63,8,9,5,1,6,no,no,yes,distro making,testing,no,yes,medium,medium,data engineering,developer,higherstudies,Cloud Services,no,no,Satire,Work,stubborn,salary,smart worker,no,Information Security Analyst
92,11,6,0,4,9,no,yes,no,machine learning,cloud computing,no,yes,excellent,poor,IOT,developer,higherstudies,BPA,yes,no,Cookbooks,salary,stubborn,work,hard worker,yes,Software Developer
76,6,2,2,4,8,no,no,no,distro making,web technologies,yes,yes,excellent,medium,programming,security,higherstudies,Web Services,yes,no,Comics,salary,stubborn,work,hard worker,yes,Data Architect
73,8,6,2,8,3,yes,no,yes,app development,system designing,yes,yes,medium,medium,Computer Architecture,developer,job,Cloud Services,yes,yes,Series,salary,stubborn,work,hard worker,no,Design & UX
82,7,2,0,7,1,yes,no,no,r programming,web technologies,yes,yes,poor,medium,data engineering,cloud computing,higherstudies,BPA,yes,no,Guide,Work,stubborn,salary,smart worker,yes,Applications Developer
86,11,9,5,7,9,yes,no,yes,information security,hacking,yes,yes,excellent,medium,parallel computing,cloud computing,job,Testing and Maintainance Services,yes,yes,Cookbooks,salary,stubborn,salary,hard worker,yes,Information Technology Manager
84,11,1,2,5,6,yes,yes,no,distro making,cloud computing,no,yes,poor,excellent,parallel computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,yes,Childrens,salary,gentle,work,hard worker,no,CRM Technical Developer
62,9,8,2,4,4,no,no,no,python,testing,yes,no,excellent,poor,Software Engineering,security,job,product development,yes,no,Travel,Work,stubborn,salary,hard worker,no,Information Technology Manager
94,4,5,2,1,1,yes,yes,yes,r programming,web technologies,yes,no,excellent,excellent,Computer Architecture,developer,job,Product based,yes,no,Action and Adventure,salary,gentle,work,hard worker,no,Software Systems Engineer
84,12,4,6,7,9,no,yes,yes,hadoop,web technologies,yes,yes,poor,medium,data engineering,security,job,product development,yes,no,Action and Adventure,salary,stubborn,work,smart worker,no,Software Quality Assurance (QA) / Testing
64,5,7,4,4,2,yes,no,no,distro making,system designing,yes,no,excellent,poor,data engineering,system developer,higherstudies,Web Services,no,yes,Anthology,Work,stubborn,salary,smart worker,no,Information Technology Auditor
66,6,2,1,4,9,yes,yes,yes,hadoop,database security,no,no,medium,excellent,Software Engineering,security,higherstudies,BPA,no,yes,Horror,salary,gentle,salary,hard worker,no,Software Quality Assurance (QA) / Testing
67,11,1,3,6,6,no,no,no,r programming,data science,no,yes,poor,medium,Management,testing,job,Product based,no,yes,Autobiographies,Work,gentle,salary,hard worker,yes,CRM Business Analyst
87,4,3,4,9,7,no,yes,no,python,hacking,no,yes,poor,medium,parallel computing,developer,higherstudies,Service Based,yes,no,Guide,Work,gentle,salary,hard worker,no,Data Architect
75,6,3,0,6,1,yes,no,no,full stack,system designing,no,no,medium,excellent,data engineering,testing,higherstudies,BPA,no,no,History,Work,gentle,work,smart worker,no,Software Systems Engineer
86,11,1,1,9,3,yes,yes,yes,machine learning,web technologies,yes,no,excellent,poor,programming,cloud computing,job,Service Based,no,no,Dictionaries,Work,stubborn,salary,hard worker,no,Software Engineer
76,9,5,0,5,4,yes,yes,yes,shell programming,data science,no,yes,medium,poor,parallel computing,cloud computing,higherstudies,BPA,no,no,Religion-Spirituality,Work,stubborn,work,smart worker,no,Information Security Analyst
83,9,5,3,9,3,no,no,yes,r programming,game development,no,yes,poor,medium,programming,cloud computing,job,Sales and Marketing,no,no,Diaries,salary,stubborn,work,hard worker,yes,Software Developer
67,11,3,4,4,7,no,no,no,distro making,system designing,no,no,medium,poor,Computer Architecture,developer,job,SAaS services,yes,yes,Mystery,salary,gentle,salary,smart worker,no,Software Engineer
72,8,3,2,8,9,yes,yes,no,full stack,system designing,yes,no,excellent,excellent,programming,security,job,Service Based,yes,yes,Prayer books,salary,gentle,work,hard worker,no,Software Systems Engineer
71,10,3,3,8,4,yes,yes,no,information security,hacking,no,yes,excellent,medium,hacking,testing,job,Web Services,yes,no,Health,Work,stubborn,salary,smart worker,yes,Database Administrator
68,11,8,6,7,9,no,no,no,shell programming,cloud computing,yes,yes,excellent,medium,cloud computing,system developer,higherstudies,SAaS services,no,no,Anthology,Work,stubborn,work,hard worker,yes,Technical Support
94,10,3,6,8,9,yes,no,no,distro making,game development,yes,yes,excellent,excellent,parallel computing,developer,job,Web Services,no,yes,Science fiction,salary,gentle,salary,hard worker,no,Technical Engineer
86,11,1,2,7,8,yes,no,no,shell programming,game development,yes,no,medium,poor,cloud computing,testing,job,Product based,no,no,Science fiction,Work,gentle,work,hard worker,no,Database Developer
74,8,1,3,3,7,yes,no,no,r programming,database security,yes,yes,poor,medium,Management,developer,job,SAaS services,no,no,Biographies,Work,stubborn,salary,smart worker,yes,Database Developer
73,4,2,5,7,4,yes,no,no,information security,web technologies,no,no,poor,excellent,parallel computing,Business process analyst,higherstudies,Service Based,yes,no,Encyclopedias,Work,gentle,work,hard worker,yes,Systems Security Administrator
82,8,1,2,4,4,no,yes,no,r programming,data science,yes,no,excellent,excellent,Computer Architecture,Business process analyst,job,BPA,no,no,Childrens,salary,stubborn,salary,hard worker,no,Web Developer
90,6,7,5,9,5,yes,yes,yes,shell programming,system designing,no,yes,excellent,poor,parallel computing,developer,higherstudies,Service Based,yes,yes,Mystery,Work,stubborn,work,hard worker,no,Project Manager
86,10,7,6,6,1,no,yes,yes,app development,system designing,no,yes,excellent,excellent,IOT,cloud computing,job,Service Based,yes,yes,Anthology,salary,stubborn,salary,hard worker,no,E-Commerce Analyst
78,8,1,6,1,8,yes,yes,yes,full stack,testing,yes,no,medium,poor,Management,cloud computing,higherstudies,Service Based,no,no,Health,Work,gentle,salary,hard worker,no,Solutions Architect
86,6,2,3,9,2,no,yes,yes,shell programming,game development,yes,no,excellent,medium,Computer Architecture,cloud computing,higherstudies,Web Services,yes,no,Comics,Work,gentle,work,hard worker,no,Information Security Analyst
84,7,6,2,1,6,yes,yes,no,r programming,system designing,yes,no,poor,medium,Software Engineering,developer,job,BPA,no,yes,Religion-Spirituality,Work,gentle,salary,hard worker,yes,Technical Engineer
93,12,2,4,7,9,no,yes,no,full stack,testing,yes,no,medium,medium,IOT,developer,job,Sales and Marketing,no,no,Cookbooks,Work,stubborn,salary,smart worker,no,E-Commerce Analyst
77,10,6,5,3,9,yes,no,yes,shell programming,database security,yes,yes,excellent,poor,cloud computing,testing,higherstudies,Finance,yes,no,Encyclopedias,salary,gentle,salary,hard worker,yes,Network Security Engineer
75,11,2,5,8,6,yes,yes,no,distro making,database security,no,yes,poor,poor,Management,system developer,higherstudies,Web Services,no,no,Dictionaries,salary,gentle,work,hard worker,yes,Network Security Administrator
71,7,9,0,7,3,yes,yes,yes,information security,hacking,no,no,medium,poor,programming,developer,higherstudies,BPA,no,yes,Romance,salary,gentle,work,hard worker,yes,Software Systems Engineer
63,8,4,5,7,9,no,no,yes,app development,database security,yes,yes,poor,medium,IOT,testing,job,Web Services,yes,yes,Anthology,Work,stubborn,salary,hard worker,yes,Information Security Analyst
84,9,1,3,2,2,no,yes,no,r programming,game development,no,yes,excellent,medium,hacking,cloud computing,job,Product based,no,yes,Horror,salary,gentle,work,smart worker,yes,E-Commerce Analyst
77,7,7,4,9,8,no,no,no,app development,system designing,no,no,medium,medium,networks,system developer,higherstudies,Finance,yes,no,Dictionaries,Work,stubborn,salary,smart worker,no,Software Quality Assurance (QA) / Testing
67,11,9,5,8,2,no,yes,no,distro making,game development,no,yes,excellent,medium,parallel computing,developer,job,BPA,no,no,Drama,salary,stubborn,salary,hard worker,yes,Applications Developer
76,7,4,5,7,9,yes,yes,no,full stack,web technologies,no,no,medium,excellent,Software Engineering,security,higherstudies,Product based,no,yes,Drama,salary,gentle,work,smart worker,no,Technical Services/Help Desk/Tech Support
88,10,7,6,3,1,yes,no,yes,machine learning,testing,no,yes,excellent,poor,Software Engineering,security,job,Testing and Maintainance Services,no,yes,Romance,Work,stubborn,salary,smart worker,yes,Systems Analyst
88,7,1,5,7,7,no,no,no,distro making,database security,yes,yes,excellent,medium,cloud computing,developer,higherstudies,Finance,no,no,Health,Work,gentle,salary,hard worker,no,Software Engineer
65,7,5,1,4,9,no,no,yes,r programming,cloud computing,no,yes,excellent,medium,data engineering,security,higherstudies,Finance,no,no,Journals,Work,stubborn,salary,hard worker,yes,UX Designer
69,5,3,5,4,5,yes,yes,no,python,system designing,no,yes,poor,excellent,Software Engineering,developer,higherstudies,product development,no,no,Fantasy,Work,gentle,work,hard worker,yes,CRM Business Analyst
76,12,8,1,2,3,no,yes,yes,shell programming,game development,yes,no,excellent,medium,networks,Business process analyst,higherstudies,Service Based,no,yes,Action and Adventure,salary,gentle,salary,smart worker,yes,Network Security Administrator
75,8,1,3,1,9,yes,no,yes,distro making,data science,no,no,poor,poor,networks,testing,higherstudies,SAaS services,yes,yes,Romance,Work,gentle,salary,smart worker,no,CRM Business Analyst
90,4,8,5,8,2,no,yes,no,information security,testing,no,no,medium,poor,networks,Business process analyst,job,SAaS services,yes,no,Guide,Work,gentle,work,smart worker,yes,Project Manager
77,10,8,0,1,5,yes,yes,no,hadoop,data science,yes,yes,medium,medium,data engineering,security,job,Cloud Services,yes,yes,Mystery,Work,stubborn,work,smart worker,no,Portal Administrator
60,8,1,1,6,9,yes,yes,yes,hadoop,web technologies,no,yes,medium,poor,cloud computing,security,higherstudies,BPA,no,no,Health,salary,stubborn,work,hard worker,yes,Technical Engineer
78,10,2,3,9,5,yes,yes,yes,hadoop,system designing,no,yes,excellent,medium,Computer Architecture,developer,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,Work,stubborn,salary,hard worker,yes,Technical Engineer
71,7,8,4,2,2,yes,no,no,distro making,hacking,yes,no,poor,poor,data engineering,security,higherstudies,Testing and Maintainance Services,no,yes,Self help,Work,gentle,salary,smart worker,yes,Web Developer
68,5,8,4,3,5,no,no,no,full stack,hacking,no,no,medium,poor,cloud computing,system developer,job,SAaS services,yes,no,Travel,salary,stubborn,salary,hard worker,yes,Systems Security Administrator
69,6,7,1,9,1,no,yes,no,python,cloud computing,yes,no,excellent,medium,programming,Business process analyst,job,BPA,no,no,Trilogy,Work,stubborn,salary,smart worker,yes,E-Commerce Analyst
68,10,7,4,5,3,yes,yes,no,python,web technologies,yes,yes,poor,excellent,hacking,testing,job,Finance,no,no,Trilogy,salary,stubborn,salary,smart worker,yes,Business Systems Analyst
81,8,2,0,4,9,yes,no,yes,r programming,cloud computing,yes,no,excellent,poor,parallel computing,Business process analyst,job,Sales and Marketing,yes,yes,Health,Work,gentle,work,hard worker,yes,Information Technology Auditor
88,12,9,1,3,6,no,yes,no,information security,game development,no,no,medium,medium,IOT,system developer,job,Sales and Marketing,no,yes,Biographies,Work,stubborn,work,smart worker,yes,UX Designer
85,11,5,5,9,6,no,no,yes,machine learning,testing,no,yes,poor,medium,parallel computing,testing,job,Testing and Maintainance Services,no,no,Travel,Work,gentle,salary,hard worker,no,Software Engineer
90,7,9,4,2,7,yes,yes,no,distro making,system designing,yes,no,poor,medium,cloud computing,cloud computing,higherstudies,Product based,yes,no,Horror,salary,stubborn,work,smart worker,yes,Quality Assurance Associate
88,9,2,2,5,9,no,no,yes,app development,system designing,yes,no,excellent,excellent,cloud computing,system developer,higherstudies,BPA,yes,yes,Drama,salary,stubborn,salary,smart worker,no,Network Security Engineer
87,12,9,4,8,6,no,no,no,r programming,system designing,no,no,excellent,excellent,networks,security,job,product development,no,no,Health,salary,stubborn,salary,smart worker,no,Design & UX
85,12,8,5,6,8,no,yes,yes,app development,game development,no,no,medium,excellent,programming,system developer,job,Testing and Maintainance Services,yes,yes,Comics,Work,stubborn,work,hard worker,yes,Project Manager
77,4,1,0,2,9,no,yes,no,r programming,system designing,no,no,excellent,excellent,networks,system developer,higherstudies,Testing and Maintainance Services,no,yes,Fantasy,salary,gentle,salary,smart worker,yes,Applications Developer
80,12,2,0,6,6,no,yes,yes,hadoop,cloud computing,no,no,poor,excellent,networks,developer,higherstudies,SAaS services,yes,yes,Health,salary,gentle,salary,hard worker,no,Database Administrator
86,11,1,0,9,8,yes,yes,no,distro making,hacking,yes,no,poor,excellent,cloud computing,testing,higherstudies,Product based,no,no,Self help,Work,gentle,salary,hard worker,yes,Software Systems Engineer
83,12,8,6,3,7,no,no,yes,hadoop,game development,yes,yes,medium,poor,data engineering,system developer,higherstudies,Sales and Marketing,no,yes,Anthology,salary,stubborn,salary,hard worker,no,Business Intelligence Analyst
67,8,9,1,4,8,yes,yes,no,distro making,database security,no,no,excellent,excellent,cloud computing,testing,job,Finance,yes,yes,Dictionaries,salary,gentle,salary,hard worker,yes,Business Intelligence Analyst
80,10,3,2,3,8,no,no,no,r programming,cloud computing,no,no,medium,excellent,data engineering,cloud computing,job,Cloud Services,no,yes,Satire,salary,stubborn,salary,smart worker,yes,UX Designer
79,7,1,4,4,5,no,yes,yes,shell programming,data science,yes,yes,excellent,medium,data engineering,developer,job,Finance,no,yes,Dictionaries,salary,stubborn,salary,hard worker,yes,Technical Engineer
71,4,9,2,7,1,no,no,yes,python,cloud computing,yes,yes,medium,excellent,cloud computing,system developer,higherstudies,Finance,no,no,Journals,salary,gentle,salary,hard worker,no,Web Developer
61,11,2,3,5,9,yes,no,no,machine learning,web technologies,no,yes,excellent,poor,Software Engineering,testing,job,Finance,yes,no,Religion-Spirituality,Work,stubborn,salary,smart worker,no,Network Security Administrator
70,11,5,6,4,2,yes,no,yes,app development,testing,no,no,poor,medium,hacking,testing,higherstudies,Testing and Maintainance Services,no,no,Anthology,Work,gentle,salary,smart worker,no,Information Technology Auditor
76,8,2,2,1,1,no,no,no,information security,hacking,no,no,medium,poor,parallel computing,system developer,higherstudies,Service Based,no,no,Art,Work,gentle,work,hard worker,no,Project Manager
68,11,7,0,9,3,yes,yes,yes,python,database security,yes,yes,poor,poor,Software Engineering,cloud computing,higherstudies,SAaS services,no,no,Self help,salary,gentle,work,hard worker,no,Network Security Administrator
61,6,5,3,8,3,no,no,yes,distro making,hacking,no,no,excellent,medium,Computer Architecture,cloud computing,job,Cloud Services,no,yes,Religion-Spirituality,Work,gentle,salary,smart worker,no,Information Technology Auditor
68,4,4,2,6,8,no,no,yes,r programming,cloud computing,yes,yes,excellent,medium,cloud computing,system developer,higherstudies,Testing and Maintainance Services,no,yes,History,salary,stubborn,salary,hard worker,yes,CRM Business Analyst
61,6,9,5,7,5,yes,yes,no,app development,data science,no,no,medium,poor,parallel computing,system developer,higherstudies,Cloud Services,no,yes,Action and Adventure,Work,stubborn,work,hard worker,yes,Database Manager
76,4,2,3,2,4,yes,no,yes,machine learning,testing,no,yes,medium,medium,networks,Business process analyst,higherstudies,Finance,no,yes,Encyclopedias,salary,gentle,work,smart worker,no,Business Systems Analyst
